Zeit;Kanal A
(ms);(V)

-4,93174205;0,98440580
-4,93163805;0,98440580
-4,93153405;1,03115800
-4,93143005;0,98440580
-4,93132605;1,03115800
-4,93122205;1,03115800
-4,93111805;1,03115800
-4,93101405;1,03115800
-4,93091005;1,03115800
-4,93080605;1,03115800
-4,93070205;1,03115800
-4,93059805;1,03115800
-4,93049405;0,98440580
-4,93039005;0,98440580
-4,93028605;0,98440580
-4,93018205;1,03115800
-4,93007805;0,98440580
-4,92997405;0,93750000
-4,92987005;0,93750000
-4,92976605;0,98440580
-4,92966205;0,93750000
-4,92955805;0,98440580
-4,92945405;0,98440580
-4,92935005;1,03115800
-4,92924605;1,03115800
-4,92914205;0,98440580
-4,92903805;0,98440580
-4,92893405;0,98440580
-4,92883005;1,03115800
-4,92872605;1,03115800
-4,92862205;1,03115800
-4,92851805;1,03115800
-4,92841405;1,03115800
-4,92831005;1,03115800
-4,92820605;1,03115800
-4,92810205;0,98440580
-4,92799805;0,98440580
-4,92789405;0,98440580
-4,92779005;0,98440580
-4,92768605;0,98440580
-4,92758205;0,98440580
-4,92747805;0,98440580
-4,92737405;0,98440580
-4,92727005;0,98440580
-4,92716605;0,93750000
-4,92706205;0,98440580
-4,92695805;1,03115800
-4,92685405;0,98440580
-4,92675005;0,98440580
-4,92664605;0,98440580
-4,92654205;1,03115800
-4,92643805;1,03115800
-4,92633405;1,03115800
-4,92623005;0,98440580
-4,92612605;1,03115800
-4,92602205;1,03115800
-4,92591805;0,98440580
-4,92581405;0,98440580
-4,92571005;1,03115800
-4,92560605;0,98440580
-4,92550205;0,98440580
-4,92539805;0,98440580
-4,92529405;0,98440580
-4,92519005;0,98440580
-4,92508605;0,98440580
-4,92498205;0,98440580
-4,92487805;0,98440580
-4,92477405;0,98440580
-4,92467005;0,98440580
-4,92456605;0,98440580
-4,92446205;0,93750000
-4,92435805;1,03115800
-4,92425405;1,03115800
-4,92415005;0,98440580
-4,92404605;1,03115800
-4,92394205;1,03115800
-4,92383805;0,98440580
-4,92373405;0,98440580
-4,92363005;0,98440580
-4,92352605;0,98440580
-4,92342205;0,98440580
-4,92331805;0,98440580
-4,92321405;0,98440580
-4,92311005;0,98440580
-4,92300605;0,98440580
-4,92290205;0,98440580
-4,92279805;0,98440580
-4,92269405;0,98440580
-4,92259005;1,03115800
-4,92248605;1,03115800
-4,92238205;1,03115800
-4,92227805;0,98440580
-4,92217405;1,03115800
-4,92207005;1,03115800
-4,92196605;0,98440580
-4,92186205;1,03115800
-4,92175805;1,03115800
-4,92165405;0,98440580
-4,92155005;0,93750000
-4,92144605;0,98440580
-4,92134205;0,98440580
-4,92123805;0,98440580
-4,92113405;0,98440580
-4,92103005;0,98440580
-4,92092605;0,98440580
-4,92082205;0,98440580
-4,92071805;0,98440580
